Produkt,Cena,Nazwa alejki,Numer alejki,Półka,Kategoria produktu
Lindt mleczna,10.99,Słodycze,9,Półka 1, Czekolady
Ritter Sport orzechowa,8.99,Słodycze,9,Półka 1, Czekolady
Ritter Sport mleczna,8.49,Słodycze,9,Półka 1, Czekolady
Toblerone mleczna,9.99,Słodycze,9,Półka 1, Czekolady
Toblerone ciemna,9.99,Słodycze,9,Półka 1, Czekolady
Milka Alpine Milk,4.99,Słodycze,9,Półka 1, Czekolady
Milka Strawberry,5.49,Słodycze,9,Półka 1, Czekolady
Wedel mleczna z bakaliami,5.99,Słodycze,9,Półka 1, Czekolady
Wedel deserowa,5.99,Słodycze,9,Półka 1, Czekolady
Lindt Classic,11.5,Słodycze,9,Półka 1, Czekolady
Ritter Sport marcepanowa,8.99,Słodycze,9,Półka 1, Czekolady
Milka Toffee,5.49,Słodycze,9,Półka 1, Czekolady
Wedel gorzka 70%,6.99,Słodycze,9,Półka 1, Czekolady
Lindt biała,11.99,Słodycze,9,Półka 1, Czekolady
Milka Hazelnut,5.49,Słodycze,9,Półka 1, Czekolady
Wedel mleczna z rodzynkami,5.99,Słodycze,9,Półka 1, Czekolady
Milka Caramel,5.49,Słodycze,9,Półka 1, Czekolady
Ritter Sport kokosowa,8.99,Słodycze,9,Półka 1, Czekolady
Wedel mleczna z migdałami,5.99,Słodycze,9,Półka 1, Czekolady
Milka Dark Milk,5.99,Słodycze,9,Półka 1, Czekolady
Lindt karmelowa,11.99,Słodycze,9,Półka 1, Czekolady
Wedel mleczna z truskawkami,5.99,Słodycze,9,Półka 1, Czekolady
Milka Whole Nuts,5.99,Słodycze,9,Półka 1, Czekolady
Ritter Sport truskawkowa,8.99,Słodycze,9,Półka 1, Czekolady
Wedel biała,5.99,Słodycze,9,Półka 1, Czekolady
Milka Cookies,5.49,Słodycze,9,Półka 1, Czekolady
Lindt pistacjowa,11.99,Słodycze,9,Półka 1, Czekolady
Wedel mleczna z orzechami laskowymi,5.99,Słodycze,9,Półka 1, Czekolady
Milka Daim,5.99,Słodycze,9,Półka 1, Czekolady
Ritter Sport karmelowa,8.99,Słodycze,9,Półka 1, Czekolady
Wedel mleczna z żurawiną,5.99,Słodycze,9,Półka 1, Czekolady
Milka Choco Jelly,5.49,Słodycze,9,Półka 1, Czekolady
Lindt pomarańczowa,11.99,Słodycze,9,Półka 1, Czekolady
Wedel mleczna z wiśniami,5.99,Słodycze,9,Półka 1, Czekolady
Milka LU,5.49,Słodycze,9,Półka 1, Czekolady
Ritter Sport miętowa,8.99,Słodycze,9,Półka 1, Czekolady
Delisana biszkoptowe,"22,90 zł/800g",Słodycze,9,Półka 2, Ciastka
Cini Bambo kakaowe,"10,90 zł/700g",Słodycze,9,Półka 2, Ciastka
Cini Corso kruche,"10,99 zł/700g",Słodycze,9,Półka 2, Ciastka
Cini Kokosanki,"11,99 zł/700g",Słodycze,9,Półka 2, Ciastka
Cini Kokosowe,"8,59 zł/600g",Słodycze,9,Półka 2, Ciastka
Cini Pigi z żurawiną,"10,90 zł/600g",Słodycze,9,Półka 2, Ciastka
Cini Pomarańczowe,"11,90 zł/700g",Słodycze,9,Półka 2, Ciastka
Oreo Original,"7,99 zł/176g",Słodycze,9,Półka 2, Ciastka
Oreo Double Stuff,"8,99 zł/176g",Słodycze,9,Półka 2, Ciastka
Hit Markizy czekoladowe,"5,19 zł/220g",Słodycze,9,Półka 2, Ciastka
Leibniz maślane,"6,99 zł/200g",Słodycze,9,Półka 2, Ciastka
Pieguski z czekoladą,"7,99 zł/135g",Słodycze,9,Półka 2, Ciastka
Krakuski zbożowe,"5,99 zł/200g",Słodycze,9,Półka 2, Ciastka
Belvita śniadaniowe,"6,99 zł/300g",Słodycze,9,Półka 2, Ciastka
Petit Beurre,"5,49 zł/220g",Słodycze,9,Półka 2, Ciastka
Delicje pomarańczowe,"7,99 zł/147g",Słodycze,9,Półka 2, Ciastka
Delicje wiśniowe,"7,99 zł/147g",Słodycze,9,Półka 2, Ciastka
Jeżyki classic,"8,99 zł/140g",Słodycze,9,Półka 2, Ciastka
Jeżyki kokosowe,"8,99 zł/140g",Słodycze,9,Półka 2, Ciastka
Prince Polo wafelki,"5,99 zł/180g",Słodycze,9,Półka 2, Ciastka
Krakuski maślane,"5,49 zł/200g",Słodycze,9,Półka 2, Ciastka
Łakotki kokosowe,"6,99 zł/168g",Słodycze,9,Półka 2, Ciastka
Digestive original,"6,49 zł/200g",Słodycze,9,Półka 2, Ciastka
Sante owsiane,"5,99 zł/200g",Słodycze,9,Półka 2, Ciastka
Krakuski z czekoladą,"6,99 zł/200g",Słodycze,9,Półka 2, Ciastka
Lubisie czekoladowe,"5,99 zł/180g",Słodycze,9,Półka 2, Ciastka
Lubisie mleczne,"5,99 zł/180g",Słodycze,9,Półka 2, Ciastka
Oreo Mini,"7,49 zł/160g",Słodycze,9,Półka 2, Ciastka
Hit markizy waniliowe,"5,19 zł/220g",Słodycze,9,Półka 2, Ciastka
Belvita zbożowe,"6,99 zł/300g",Słodycze,9,Półka 2, Ciastka
Krakuski owsiane,"5,99 zł/200g",Słodycze,9,Półka 2, Ciastka
Oreo Golden,"8,99 zł/176g",Słodycze,9,Półka 2, Ciastka
Delicje malinowe,"7,99 zł/147g",Słodycze,9,Półka 2, Ciastka
Jeżyki mleczne,"8,99 zł/140g",Słodycze,9,Półka 2, Ciastka
Prince Polo XXL,"6,99 zł/220g",Słodycze,9,Półka 2, Ciastka
Krakuski kokosowe,"5,99 zł/200g",Słodycze,9,Półka 2, Ciastka
Digestive z czekoladą,"6,99 zł/200g",Słodycze,9,Półka 2, Ciastka
Sante z żurawiną,"6,49 zł/200g",Słodycze,9,Półka 2, Ciastka
Krakuski z miodem,"6,49 zł/200g",Słodycze,9,Półka 2, Ciastka
Lubisie truskawkowe,"5,99 zł/180g",Słodycze,9,Półka 2, Ciastka
Oreo Strawberry,"8,99 zł/176g",Słodycze,9,Półka 2, Ciastka
Hit markizy kakaowe,"5,19 zł/220g",Słodycze,9,Półka 2, Ciastka
Belvita mleczne,"6,99 zł/300g",Słodycze,9,Półka 2, Ciastka
Krakuski z jabłkiem,"5,99 zł/200g",Słodycze,9,Półka 2, Ciastka
Oreo Mint,"8,99 zł/176g",Słodycze,9,Półka 2, Ciastka
Delicje kokosowe,"7,99 zł/147g",Słodycze,9,Półka 2, Ciastka
Jeżyki dark,"8,99 zł/140g",Słodycze,9,Półka 2, Ciastka
Prince Polo orzechowe,"5,99 zł/180g",Słodycze,9,Półka 2, Ciastka
Krakuski kakaowe,"5,99 zł/200g",Słodycze,9,Półka 2, Ciastka
Digestive pełnoziarniste,"6,49 zł/200g",Słodycze,9,Półka 2, Ciastka
Snickers,2.49,Słodycze,9,Półka 3, Batony
Mars,2.49,Słodycze,9,Półka 3, Batony
Twix,2.49,Słodycze,9,Półka 3, Batony
Bounty,2.49,Słodycze,9,Półka 3, Batony
Lion,2.29,Słodycze,9,Półka 3, Batony
KitKat,2.29,Słodycze,9,Półka 3, Batony
Milky Way,2.19,Słodycze,9,Półka 3, Batony
3Bit,2.49,Słodycze,9,Półka 3, Batony
WW,2.29,Słodycze,9,Półka 3, Batony
Prince Polo Classic,1.99,Słodycze,9,Półka 3, Batony
Pawełek mleczny,2.19,Słodycze,9,Półka 3, Batony
Pawełek orzechowy,2.19,Słodycze,9,Półka 3, Batony
Grześki,1.99,Słodycze,9,Półka 3, Batony
Kinder Bueno,3.99,Słodycze,9,Półka 3, Batony
Kinder Country,2.99,Słodycze,9,Półka 3, Batony
Knoppers,2.99,Słodycze,9,Półka 3, Batony
Duplo,2.79,Słodycze,9,Półka 3, Batony
Princessa,2.19,Słodycze,9,Półka 3, Batony
Princessa Dark,2.19,Słodycze,9,Półka 3, Batony
Princessa Kokosowa,2.19,Słodycze,9,Półka 3, Batony
Snickers White,2.69,Słodycze,9,Półka 3, Batony
Mars Caramel,2.69,Słodycze,9,Półka 3, Batony
Twix White,2.69,Słodycze,9,Półka 3, Batony
Bounty Dark,2.69,Słodycze,9,Półka 3, Batony
Lion White,2.49,Słodycze,9,Półka 3, Batony
KitKat Dark,2.49,Słodycze,9,Półka 3, Batony
Milky Way Crispy,2.39,Słodycze,9,Półka 3, Batony
3Bit Dark,2.69,Słodycze,9,Półka 3, Batony
WW orzechowy,2.49,Słodycze,9,Półka 3, Batony
Prince Polo XXL,2.49,Słodycze,9,Półka 3, Batony
Pawełek kokosowy,2.19,Słodycze,9,Półka 3, Batony
Pawełek dark,2.19,Słodycze,9,Półka 3, Batony
Grześki w czekoladzie,2.19,Słodycze,9,Półka 3, Batony
Kinder Bueno White,3.99,Słodycze,9,Półka 3, Batony
Kinder Cards,2.99,Słodycze,9,Półka 3, Batony
Knoppers orzechowy,2.99,Słodycze,9,Półka 3, Batony
Duplo Chocnut,2.79,Słodycze,9,Półka 3, Batony
Princessa orzechowa,2.19,Słodycze,9,Półka 3, Batony
Princessa mleczna,2.19,Słodycze,9,Półka 3, Batony
Princessa karmelowa,2.19,Słodycze,9,Półka 3, Batony
Snickers Peanut Butter,2.89,Słodycze,9,Półka 3, Batony
Mars Protein,2.89,Słodycze,9,Półka 3, Batony
Twix Extra,2.89,Słodycze,9,Półka 3, Batony
Bounty Protein,2.89,Słodycze,9,Półka 3, Batony
Lion 2Pack,3.99,Słodycze,9,Półka 3, Batony
KitKat Chunky,2.99,Słodycze,9,Półka 3, Batony
Milky Way Magic Stars,2.49,Słodycze,9,Półka 3, Batony
3Bit XXL,3.49,Słodycze,9,Półka 3, Batony
WW Double,2.99,Słodycze,9,Półka 3, Batony
Prince Polo Giant,2.99,Słodycze,9,Półka 3, Batony
Krówki mleczne,"3,99 zł/100g",Słodycze,9,Półka 4, Cukierki
Michałki klasyczne,"4,99 zł/100g",Słodycze,9,Półka 4, Cukierki
Toffifee,"12,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Werther's Original,"8,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Ptasie Mleczko,"11,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Mieszanka Wedlowska,"15,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Raffaello,"19,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Ferrero Rocher,"19,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Skittles,"4,99 zł/opak",Słodycze,9,Półka 4, Cukierki
M&M's,"4,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Haribo Złote Misie,"5,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Mamba,"3,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Nimm2,"4,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Mentos,"3,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Halls,"3,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Raczki,"4,99 zł/100g",Słodycze,9,Półka 4, Cukierki
Kukułki,"4,49 zł/100g",Słodycze,9,Półka 4, Cukierki
Tiki Taki,"3,99 zł/100g",Słodycze,9,Półka 4, Cukierki
Malaga,"5,99 zł/100g",Słodycze,9,Półka 4, Cukierki
Kasztanki,"5,99 zł/100g",Słodycze,9,Półka 4, Cukierki
Krówki czekoladowe,"4,49 zł/100g",Słodycze,9,Półka 4, Cukierki
Michałki białe,"4,99 zł/100g",Słodycze,9,Półka 4, Cukierki
After Eight,"14,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Werther's Eclair,"9,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Ptasie Mleczko dark,"11,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Mieszanka Krakowska,"14,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Mon Cheri,"19,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Lindor,"19,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Skittles Wild Berry,"4,99 zł/opak",Słodycze,9,Półka 4, Cukierki
M&M's Peanut,"4,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Haribo Jelly Beans,"5,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Mamba Fruit Mix,"3,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Nimm2 Śmiejżelki,"4,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Mentos Fruit,"3,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Halls Extra Strong,"3,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Raczki kokosowe,"4,99 zł/100g",Słodycze,9,Półka 4, Cukierki
Kukułki mleczne,"4,49 zł/100g",Słodycze,9,Półka 4, Cukierki
Tiki Taki orzechowe,"3,99 zł/100g",Słodycze,9,Półka 4, Cukierki
Malaga dark,"5,99 zł/100g",Słodycze,9,Półka 4, Cukierki
Kasztanki mleczne,"5,99 zł/100g",Słodycze,9,Półka 4, Cukierki
Krówki waniliowe,"3,99 zł/100g",Słodycze,9,Półka 4, Cukierki
Michałki pomarańczowe,"4,99 zł/100g",Słodycze,9,Półka 4, Cukierki
After Eight Orange,"14,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Werther's Caramel,"9,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Ptasie Mleczko waniliowe,"11,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Mieszanka Warszawska,"14,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Ferrero Collection,"19,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Lindor Mix,"19,99 zł/opak",Słodycze,9,Półka 4, Cukierki
Skittles Sours,"4,99 zł/opak",Słodycze,9,Półka 4, Cukierki
M&M's Crispy,"4,99 zł/opak",Słodycze,9,Półka 4, Cukierki
"Łaciate Mleko UHT 3,2%","4,60 zł/L",Nabiał,10,Półka 1, Mleko
Łaciate Mleko UHT 2%,"4,50 zł/L",Nabiał,10,Półka 1, Mleko
"Łaciate Mleko UHT 0,5%","4,30 zł/L",Nabiał,10,Półka 1, Mleko
Łaciate Mleko bez laktozy 2%,"5,99 zł/L",Nabiał,10,Półka 1, Mleko
"Mleko Wiejskie świeże 3,2%","4,99 zł/L",Nabiał,10,Półka 1, Mleko
Mleko Wiejskie świeże 2%,"4,79 zł/L",Nabiał,10,Półka 1, Mleko
"Mleko Polskie 3,2%","4,40 zł/L",Nabiał,10,Półka 1, Mleko
Mleko Polskie 2%,"4,20 zł/L",Nabiał,10,Półka 1, Mleko
"Mlekovita UHT 3,2%","4,50 zł/L",Nabiał,10,Półka 1, Mleko
Mlekovita UHT 2%,"4,30 zł/L",Nabiał,10,Półka 1, Mleko
"Mleko Łowickie 3,2%","4,70 zł/L",Nabiał,10,Półka 1, Mleko
Mleko Łowickie 2%,"4,50 zł/L",Nabiał,10,Półka 1, Mleko
"Mleko Wypasione 3,2%","4,45 zł/L",Nabiał,10,Półka 1, Mleko
Mleko Wypasione 2%,"4,25 zł/L",Nabiał,10,Półka 1, Mleko
"Mleko Gostyń UHT 3,2%","4,55 zł/L",Nabiał,10,Półka 1, Mleko
Mleko Gostyń UHT 2%,"4,35 zł/L",Nabiał,10,Półka 1, Mleko
"Mleko Piątnica świeże 3,2%","4,90 zł/L",Nabiał,10,Półka 1, Mleko
Mleko Piątnica świeże 2%,"4,70 zł/L",Nabiał,10,Półka 1, Mleko
"Mleko Mleczna Dolina 3,2%","4,20 zł/L",Nabiał,10,Półka 1, Mleko
Mleko Mleczna Dolina 2%,"4,00 zł/L",Nabiał,10,Półka 1, Mleko
Bakoma Jogurt naturalny,"2,09 zł/150g",Nabiał,10,Półka 2, Jogurty
Bakoma Jogurt grecki,"2,99 zł/150g",Nabiał,10,Półka 2, Jogurty
Zott Jogurt naturalny,"2,19 zł/150g",Nabiał,10,Półka 2, Jogurty
Piątnica Jogurt typu greckiego,"2,89 zł/150g",Nabiał,10,Półka 2, Jogurty
Danone Activia naturalny,"2,49 zł/180g",Nabiał,10,Półka 2, Jogurty
Jogurt Naturalny Biedronka,"1,99 zł/150g",Nabiał,10,Półka 2, Jogurty
Mlekovita Polski Jogurt naturalny,"2,29 zł/150g",Nabiał,10,Półka 2, Jogurty
Jogurt Łowicz naturalny,"2,39 zł/150g",Nabiał,10,Półka 2, Jogurty
Jogurt Pilos naturalny,"2,09 zł/150g",Nabiał,10,Półka 2, Jogurty
Skyr naturalny,"3,49 zł/150g",Nabiał,10,Półka 2, Jogurty
Jogurt Zott Primo naturalny,"2,19 zł/150g",Nabiał,10,Półka 2, Jogurty
Jogurt Krasnystaw naturalny,"2,29 zł/150g",Nabiał,10,Półka 2, Jogurty
Jogurt OSM Garwolin naturalny,"2,19 zł/150g",Nabiał,10,Półka 2, Jogurty
Jogurt Bakoma Bio,"3,49 zł/140g",Nabiał,10,Półka 2, Jogurty
Jogurt Piątnica bez laktozy,"3,19 zł/150g",Nabiał,10,Półka 2, Jogurty
Jogurt Mlekovita bez laktozy,"3,09 zł/150g",Nabiał,10,Półka 2, Jogurty
Jogurt Danone naturalny,"2,39 zł/150g",Nabiał,10,Półka 2, Jogurty
Jogurt Carrefour naturalny,"1,99 zł/150g",Nabiał,10,Półka 2, Jogurty
Jogurt Auchan naturalny,"1,89 zł/150g",Nabiał,10,Półka 2, Jogurty
Jogurt Lidl naturalny,"1,99 zł/150g",Nabiał,10,Półka 2, Jogurty
Piątnica Śmietana 18%,"3,19 zł/200g",Nabiał,10,Półka 3, Śmietana
Piątnica Śmietana 12%,"2,99 zł/200g",Nabiał,10,Półka 3, Śmietana
Łowicz Śmietana 18%,"3,29 zł/200g",Nabiał,10,Półka 3, Śmietana
Łowicz Śmietana 12%,"3,09 zł/200g",Nabiał,10,Półka 3, Śmietana
Mlekovita Śmietana 18%,"3,09 zł/200g",Nabiał,10,Półka 3, Śmietana
Mlekovita Śmietana 12%,"2,89 zł/200g",Nabiał,10,Półka 3, Śmietana
OSM Śmietana 18%,"2,99 zł/200g",Nabiał,10,Półka 3, Śmietana
OSM Śmietana 12%,"2,79 zł/200g",Nabiał,10,Półka 3, Śmietana
Krasnystaw Śmietana 18%,"3,19 zł/200g",Nabiał,10,Półka 3, Śmietana
Krasnystaw Śmietana 12%,"2,99 zł/200g",Nabiał,10,Półka 3, Śmietana
Mleczna Dolina Śmietana 18%,"2,89 zł/200g",Nabiał,10,Półka 3, Śmietana
Mleczna Dolina Śmietana 12%,"2,69 zł/200g",Nabiał,10,Półka 3, Śmietana
Biedronka Śmietana 18%,"2,79 zł/200g",Nabiał,10,Półka 3, Śmietana
Biedronka Śmietana 12%,"2,59 zł/200g",Nabiał,10,Półka 3, Śmietana
Zott Śmietana 18%,"3,39 zł/200g",Nabiał,10,Półka 3, Śmietana
Zott Śmietana 12%,"3,19 zł/200g",Nabiał,10,Półka 3, Śmietana
Rolmlecz Śmietana 18%,"3,09 zł/200g",Nabiał,10,Półka 3, Śmietana
Rolmlecz Śmietana 12%,"2,89 zł/200g",Nabiał,10,Półka 3, Śmietana
Polmlek Śmietana 18%,"3,29 zł/200g",Nabiał,10,Półka 3, Śmietana
Polmlek Śmietana 12%,"3,09 zł/200g",Nabiał,10,Półka 3, Śmietana
Masło Mlekovita Extra 82%,"7,49 zł/200g",Nabiał,10,Półka 4, Masło
Masło Łaciate 82%,"7,19 zł/200g",Nabiał,10,Półka 4, Masło
Masło Polskie Extra 82%,"7,99 zł/200g",Nabiał,10,Półka 4, Masło
Masło Łowickie 82%,"7,89 zł/200g",Nabiał,10,Półka 4, Masło
Masło Piątnica Extra 82%,"8,19 zł/200g",Nabiał,10,Półka 4, Masło
Masło Mleczna Dolina 82%,"6,99 zł/200g",Nabiał,10,Półka 4, Masło
Masło Krasnystaw 82%,"7,69 zł/200g",Nabiał,10,Półka 4, Masło
Masło OSM Extra 82%,"7,29 zł/200g",Nabiał,10,Półka 4, Masło
Masło Biedronka 82%,"6,89 zł/200g",Nabiał,10,Półka 4, Masło
Masło Lidl 82%,"6,99 zł/200g",Nabiał,10,Półka 4, Masło
Masło Carrefour 82%,"7,09 zł/200g",Nabiał,10,Półka 4, Masło
Masło Auchan 82%,"6,79 zł/200g",Nabiał,10,Półka 4, Masło
Masło Rolmlecz 82%,"7,39 zł/200g",Nabiał,10,Półka 4, Masło
Masło Polmlek 82%,"7,59 zł/200g",Nabiał,10,Półka 4, Masło
Masło Warmia 82%,"7,79 zł/200g",Nabiał,10,Półka 4, Masło
Masło Mazurskie 82%,"7,69 zł/200g",Nabiał,10,Półka 4, Masło
Masło Podlaskie 82%,"7,89 zł/200g",Nabiał,10,Półka 4, Masło
Masło Sierpc 82%,"7,99 zł/200g",Nabiał,10,Półka 4, Masło
Masło Spomlek 82%,"8,09 zł/200g",Nabiał,10,Półka 4, Masło
Masło Gostyń 82%,"7,49 zł/200g",Nabiał,10,Półka 4, Masło
Filet z piersi kurczaka,"23,10 zł/kg",Mięso,11,Półka 1, Drób
Kurczak świeży cały,"10,29 zł/kg",Mięso,11,Półka 1, Drób
Ćwiartka z kurczaka tylna,"8,39 zł/kg",Mięso,11,Półka 1, Drób
Noga z kurczaka,"12,99 zł/kg",Mięso,11,Półka 1, Drób
Podudzie z kurczaka,"16,43 zł/kg",Mięso,11,Półka 1, Drób
Skrzydła z kurczaka,"7,99 zł/kg",Mięso,11,Półka 1, Drób
Udziec z kurczaka,"8,10 zł/kg",Mięso,11,Półka 1, Drób
Mięso gulaszowe z kurczaka,"18,80 zł/kg",Mięso,11,Półka 1, Drób
Porcja rosołowa,"6,60 zł/kg",Mięso,11,Półka 1, Drób
Serca z kurczaka,"8,30 zł/kg",Mięso,11,Półka 1, Drób
Wątroba z kurczaka,"8,39 zł/kg",Mięso,11,Półka 1, Drób
Żołądki z kurczaka,"11,55 zł/kg",Mięso,11,Półka 1, Drób
Korpus z kurczaka,"3,15 zł/kg",Mięso,11,Półka 1, Drób
Kości z kurczaka,"3,15 zł/kg",Mięso,11,Półka 1, Drób
Filet z indyka,"24,99 zł/kg",Mięso,11,Półka 1, Drób
Karkówka bez kości,"28,99 zł/kg",Mięso,11,Półka 2, Wieprzowina
Łopatka bez kości,"19,99 zł/kg",Mięso,11,Półka 2, Wieprzowina
Schab bez kości,"27,75 zł/kg",Mięso,11,Półka 2, Wieprzowina
Boczek surowy,"27,99 zł/kg",Mięso,11,Półka 2, Wieprzowina
Golonka przednia,"16,99 zł/kg",Mięso,11,Półka 2, Wieprzowina
Żeberka wieprzowe,"22,99 zł/kg",Mięso,11,Półka 2, Wieprzowina
Polędwiczki wieprzowe,"39,99 zł/kg",Mięso,11,Półka 2, Wieprzowina
Szynka bez kości,"20,00 zł/kg",Mięso,11,Półka 2, Wieprzowina
Kości schabowe,"1,49 zł/kg",Mięso,11,Półka 2, Wieprzowina
Kości karkowe,"5,99 zł/kg",Mięso,11,Półka 2, Wieprzowina
Biodrówka,"19,99 zł/kg",Mięso,11,Półka 2, Wieprzowina
Słonina,"12,99 zł/kg",Mięso,11,Półka 2, Wieprzowina
Golonka tylna,"22,99 zł/kg",Mięso,11,Półka 2, Wieprzowina
Podgardle,"12,99 zł/kg",Mięso,11,Półka 2, Wieprzowina
Schab z kością,"24,99 zł/kg",Mięso,11,Półka 2, Wieprzowina
Antrykot bez kości,"52,80 zł/kg",Mięso,11,Półka 3, Wołowina
Rostbef bez kości,"53,59 zł/kg",Mięso,11,Półka 3, Wołowina
Polędwica wołowa,"119,90 zł/kg",Mięso,11,Półka 3, Wołowina
Łopatka bez kości,"44,40 zł/kg",Mięso,11,Półka 3, Wołowina
Kark bez kości,"44,40 zł/kg",Mięso,11,Półka 3, Wołowina
Ligawa,"59,95 zł/kg",Mięso,11,Półka 3, Wołowina
Udziec bez kości,"42,60 zł/kg",Mięso,11,Półka 3, Wołowina
Mostek z kością,"23,79 zł/kg",Mięso,11,Półka 3, Wołowina
Szponder z kością,"27,99 zł/kg",Mięso,11,Półka 3, Wołowina
Rozbratel z kością,"37,20 zł/kg",Mięso,11,Półka 3, Wołowina
Goleń bez kości,"33,60 zł/kg",Mięso,11,Półka 3, Wołowina
Rumsztyk,"41,69 zł/kg",Mięso,11,Półka 3, Wołowina
Antrykot z kością,"40,90 zł/kg",Mięso,11,Półka 3, Wołowina
Rostbef z kością,"42,30 zł/kg",Mięso,11,Półka 3, Wołowina
T-bone steak,"61,49 zł/kg",Mięso,11,Półka 3, Wołowina
Mielone wołowe,"24,99 zł/kg",Mięso,11,Półka 4, Mięso mielone
Mielone wieprzowe z łopatki,"22,99 zł/kg",Mięso,11,Półka 4, Mięso mielone
Mielone drobiowe,"21,49 zł/kg",Mięso,11,Półka 4, Mięso mielone
Mielone mieszane (wieprzowo-wołowe),"23,99 zł/kg",Mięso,11,Półka 4, Mięso mielone
Mielone z indyka,"25,99 zł/kg",Mięso,11,Półka 4, Mięso mielone
Mielone z kurczaka,"20,99 zł/kg",Mięso,11,Półka 4, Mięso mielone
Mielone z szynki wieprzowej,"26,99 zł/kg",Mięso,11,Półka 4, Mięso mielone
Mielone z karkówki,"24,99 zł/kg",Mięso,11,Półka 4, Mięso mielone
Mielone wołowe extra,"29,99 zł/kg",Mięso,11,Półka 4, Mięso mielone
Mielone wieprzowe extra,"27,99 zł/kg",Mięso,11,Półka 4, Mięso mielone
Mielone z piersi kurczaka,"23,99 zł/kg",Mięso,11,Półka 4, Mięso mielone
Mielone z udźca indyka,"24,99 zł/kg",Mięso,11,Półka 4, Mięso mielone
Mielone z łopatki extra,"25,99 zł/kg",Mięso,11,Półka 4, Mięso mielone
Mielone z polędwicy,"28,99 zł/kg",Mięso,11,Półka 4, Mięso mielone
Mielone z schabu,"26,99 zł/kg",Mięso,11,Półka 4, Mięso mielone
Hortex Brokuły różyczki,"8,99 zł/400g",Mrożonki,12,Półka 1, Warzywa mrożone
Hortex Kalafior różyczki,"8,49 zł/400g",Mrożonki,12,Półka 1, Warzywa mrożone
Hortex Marchewka mini,"6,99 zł/400g",Mrożonki,12,Półka 1, Warzywa mrożone
Bonduelle Groszek zielony,"7,99 zł/400g",Mrożonki,12,Półka 1, Warzywa mrożone
Bonduelle Kukurydza,"7,49 zł/400g",Mrożonki,12,Półka 1, Warzywa mrożone
Hortex Mieszanka chińska,"9,99 zł/450g",Mrożonki,12,Półka 1, Warzywa mrożone
Hortex Mieszanka warzywna 7-składnikowa,"8,99 zł/450g",Mrożonki,12,Półka 1, Warzywa mrożone
Proste Historie Szpinak liście,"6,99 zł/450g",Mrożonki,12,Półka 1, Warzywa mrożone
Proste Historie Włoszczyzna,"7,49 zł/450g",Mrożonki,12,Półka 1, Warzywa mrożone
Mroźna Kraina Brukselka,"7,99 zł/400g",Mrożonki,12,Półka 1, Warzywa mrożone
Mroźna Kraina Fasolka szparagowa,"6,99 zł/450g",Mrożonki,12,Półka 1, Warzywa mrożone
Hortex Warzywa na patelnię,"9,99 zł/450g",Mrożonki,12,Półka 1, Warzywa mrożone
Bonduelle Bukiet warzyw,"11,99 zł/400g",Mrożonki,12,Półka 1, Warzywa mrożone
Hortex Szpinak rozdrobniony,"6,99 zł/450g",Mrożonki,12,Półka 1, Warzywa mrożone
Proste Historie Warzywa grillowe,"10,99 zł/400g",Mrożonki,12,Półka 1, Warzywa mrożone
Hortex Mieszanka meksykańska,"9,49 zł/450g",Mrożonki,12,Półka 1, Warzywa mrożone
Bonduelle Brokuły romanesco,"11,99 zł/400g",Mrożonki,12,Półka 1, Warzywa mrożone
Mroźna Kraina Marchew z groszkiem,"7,49 zł/450g",Mrożonki,12,Półka 1, Warzywa mrożone
Hortex Warzywa do zupy,"8,49 zł/450g",Mrożonki,12,Półka 1, Warzywa mrożone
Proste Historie Kalafior z brokułami,"9,99 zł/400g",Mrożonki,12,Półka 1, Warzywa mrożone
Hortex Bób,"9,99 zł/400g",Mrożonki,12,Półka 1, Warzywa mrożone
